estado,nombre,periodo,partido
Chiapas,Emeterio Pineda,1832 - 1832,Partido Liberal
Chiapas,Quirino Domínguez,1832 - 1832,
Chiapas,Joaquín Miguel Gutiérrez,15 de septiembre de 1832 - marzo de 1835,Partido Liberal
Chiapas,José Mariano Coello,21 de enero de 1835 - 31 de mayo de 1835,
Chiapas,Ignacio Tovilla,31 de mayo de 1835 - 1 de julio de 1835,
Chiapas,Mariano Montes de Oca,4 de julio de 1835 - 17 de octubre de 1836,
Chiapas,Joaquín Miguel Gutiérrez,Julio de 1835 - 17 de agosto de 1835,Partido Liberal
Chiapas,Clemente Aceituno,Octubre de 1835 - 30 de diciembre de 1836,
Chiapas,Clemente Aceituno,30 de diciembre de 1836 - 14 de mayo de 1837,
Chiapas,Salvador Piñeiro,15 de mayo de 1837 - 2 de noviembre de 1837,
Chiapas,Onofre Reyes,3 de noviembre de 1837 - 3 de diciembre de 1837,
Chiapas,José María Sandoval,3 de diciembre de 1837 - 18 de febrero de 1840,
Chiapas,José Diego Lara,18 de febrero de 1840 - 23 de julio de 1841,Partido Liberal
Chiapas,Salvador Ayanegui,23 de julio de 1841 - 20 de febrero de 1842,
Chiapas,Ignacio Barberena,21 de febrero de 1842 - 9 de mayo de 1846,
Chiapas,Jerónimo Cardona,9 de mayo de 1846 - 22 de agosto de 1846,Partido Conservador
Chiapas,Jerónimo Cardona,22 de agosto de 1846 - 28 de diciembre de 1846,Partido Conservador
Chiapas,Mariano Nicolás Ruíz,28 de diciembre de 1846 - 21 de febrero de 1847,Partido Liberal
Chiapas,Jerónimo Cardona,21 de febrero de 1847 - 11 de febrero de 1848,Partido Conservador
Chiapas,Manuel María Parada,11 de febrero de 1848 - 30 de marzo de 1848,
Chiapas,Jerónimo Cardona,1848 - mayo de 1848,Partido Conservador
Chiapas,Ponciano Solórzano del Barco,Abril de 1848 - 2 de mayo de 1848,
Chiapas,Jerónimo Cardona,2 de mayo de 1848 - 24 de mayo de 1848,Partido Conservador
Chiapas,Fernando Nicolás Maldonado,24 de mayo de 1848 - 24 de noviembre de 1848,
Chiapas,Nicolás Ruiz,24 de noviembre de 1848 - 9 de diciembre de 1848,
Chiapas,Fernando Nicolás Maldonado,9 de diciembre de 1848 - 1 de marzo de 1849,
Chiapas,Fernando Nicolás Maldonado,1 de marzo de 1849 - 26 de marzo de 1849,
Chiapas,Ramón Larrainzar Piñeiro,26 de marzo de 1849 - 15 de febrero de 1850,
Chiapas,Fernando Nicolás Maldonado,15 de febrero de 1850 - 24 de marzo de 1850,
Chiapas,Ramón Larrainzar Piñeiro,24 de marzo de 1850 - 12 de abril de 1850,
Chiapas,Fernando Nicolás Maldonado,12 de abril de 1850 - 23 de mayo de 1850,
Chiapas,Ramón Larrainzar Piñeiro,23 de mayo de 1850 - 8 de septiembre de 1850,
Chiapas,Fernando Nicolás Maldonado,9 de septiembre de 1850 - 1 de enero de 1851,
Chiapas,José Farrera,1 de enero de 1851 - 20 de octubre de 1851,
Chiapas,Fernando Nicolás Maldonado,20 de octubre de 1851 - 7 de marzo de 1853,
Chiapas,Domingo Ruíz Molina,7 de marzo de 1853 - 6 de julio de 1853,Partido Liberal
Chiapas,Fernando Nicolás Maldonado,6 de julio de 1853 - 20 de octubre de 1855,
Chiapas,Ángel Albino Corzo,20 de octubre de 1855 - 15 de marzo de 1856,Partido Liberal
Chiapas,Domingo Ruíz Molina,16 de marzo de 1856 - 8 de mayo de 1856,Partido Liberal
Chiapas,Ángel Albino Corzo,8 de mayo de 1856 - 17 de septiembre de 1857,Partido Liberal
Chiapas,Francisco Robles,17 de septiembre de 1857 - 31 de diciembre de 1857,
Chiapas,Ángel Albino Corzo,31 de diciembre de 1857 - 15 de mayo de 1858,Partido Liberal
Chiapas,Matías Castellanos,15 de mayo de 1858 - 31 de julio de 1859,
Chiapas,Ángel Albino Corzo,31 de julio de 1859 - 16 de junio de 1861,Partido Liberal
Chiapas,Juan Clímaco Corzo,17 de junio de 1861 - 1 de diciembre de 1861,
Chiapas,Ángel Albino Corzo,1 de diciembre de 1861,Partido Liberal
Chiapas,Juan Clímaco Corzo,1 de diciembre de 1861 - 14 de junio de 1862,
Chiapas,Ángel Albino Corzo,15 de junio de 1862 - 1 de noviembre de 1862,Partido Liberal
Chiapas,Juan Clímaco Corzo,2 de noviembre de 1862 - 14 de junio de 1863,
Chiapas,José Gabriel Esquinca,15 de junio de 1863 - 30 de noviembre de 1864,
Chiapas,José Pantaleón Domínguez,1 de diciembre de 1864 - 4 de septiembre de 1866,
Chiapas,Ángel Albino Corzo,4 de septiembre de 1866 - 1 de diciembre de 1866,Partido Liberal
Chiapas,José Pantaleón Domínguez,1 de diciembre de 1864 - 30 de noviembre de 1875,
Chiapas,Moisés Rojas,1 de diciembre de 1875 - 21 de marzo de 1876,
Chiapas,Carlos Borda,21 de marzo de 1876 - 18 de marzo de 1877,
Chiapas,Diego Betanzos,18 de marzo de 1877 - 11 de abril de 1877,
Chiapas,Mariano Nicolás Ruíz,11 de abril de 1877 - 1 de diciembre de 1877,
Chiapas,Sebastián Escobar,1 de diciembre de 1877 - 29 de julio de 1878,Partido Liberal
Chiapas,Mariano José Aguilar Rodas,29 de julio de 1878 - 1 de diciembre de 1879,Partido Liberal
Chiapas,Miguel Utrilla Trujillo,1 de diciembre de 1879 - 1 de diciembre de 1883,Partido Liberal
Chiapas,José María Ramírez,1 de diciembre de 1883 - 30 de noviembre de 1887,Partido Liberal
Chiapas,Manuel Carrascosa,1 de diciembre de 1887 - 30 de noviembre de 1891,Partido Liberal
Chiapas,Emilio Rabasa Estebanell,1 de diciembre de 1891 - 26 de febrero de 1894,Partido Liberal
Chiapas,Fausto Moguel,27 de febrero de 1894 - 30 de noviembre de 1895,Partido Liberal
Chiapas,Francisco León,1 de diciembre de 1895 - 11 de octubre de 1899,Partido Liberal
Chiapas,Rafael Pimentel,12 de octubre de 1899 - 25 de diciembre de 1905,Partido Liberal
Chiapas,Ramón Rabasa,26 de diciembre de 1905 - 2 de junio de 1911,Partido Liberal
Chiapas,Manuel Trejo,2 de junio de 1911 - 3 de julio de 1911,
Chiapas,Reynaldo Gordillo León,4 de julio de 1911 - 11 de julio de 1911,
Chiapas,Policarpo Rueda Fernández,12 de julio de 1911 - 20 de agosto de 1911,
Chiapas,Manuel Rovelo Argüello,21 de agosto de 1911 - 28 de agosto de 1911,
Chiapas,Marco Aurelio Solís,28 de agosto de 1911 - 15 de diciembre de 1911,
Chiapas,Reynaldo Gordillo León,15 de diciembre de 1911 - 28 de enero de 1912,
Chiapas,Flavio Guillén,29 de enero de 1912 - 6 de febrero de 1913,
Chiapas,Marco Aurelio Solís,6 de febrero de 1913 - 20 de marzo de 1913,
Chiapas,Reynaldo Gordillo León,21 de marzo de 1913 - 18 de julio de 1913,
Chiapas,Bernardo Palafox,19 de julio de 1913 - 13 de agosto de 1914,Militar
Chiapas,José Inés Cano,14 de agosto de 1914 - 13 de septiembre de 1914,
Chiapas,Jesús Agustín Castro,13 de septiembre de 1914 - 24 de septiembre de 1914,Militar
Chiapas,Blas Corral,25 de septiembre de 1914 - 24 de octubre de 1914,Militar
Chiapas,Jesús Agustín Castro,25 de octubre de 1914 - 4 de abril de 1915,Militar
Chiapas,Blas Corral,5 de abril de 1915 - 9 de mayo de 1915,Militar
Chiapas,Jesús Agustín Castro,10 de mayo de 1915 - 28 de mayo de 1915,Militar
Chiapas,Blas Corral,29 de mayo de 1915 - 12 de abril de 1916,Militar
Chiapas,José Ascensión González,13 de abril de 1916 - 24 de mayo de 1916,Militar
Chiapas,Blas Corral,25 de mayo de 1916 - 24 de septiembre de 1916,Militar
Chiapas,Pablo Villanueva,25 de septiembre de 1916 - 17 de diciembre de 1917,Militar
Chiapas,Manuel Fuentes,18 de diciembre de 1917 - 5 de marzo de 1918,
Chiapas,Pablo Villanueva,6 de marzo de 1918 - 6 de mayo de 1919,Militar
Chiapas,Manuel Fuentes,7 de mayo de 1919 - 9 de julio de 1919,
Chiapas,Pablo Villanueva,9 de julio de 1919 - 1 de diciembre de 1919,Militar
Chiapas,Pascual Morales Molina,2 de diciembre de 1919 - 8 de marzo de 1920,Militar
Chiapas,Alejo González,9 de marzo de 1920 - 18 de mayo de 1920,Militar
Chiapas,Francisco G. Ruíz,18 de mayo de 1920 - 12 de julio de 1920,Militar
Chiapas,Fausto Ruíz,13 de julio de 1920 - 16 de agosto de 1920,Militar
Chiapas,Francisco G. Ruíz,17 de agosto de 1920 - 20 de noviembre de 1920,Militar
Chiapas,Amadeo Ruíz,21 de noviembre de 1920 - 30 de noviembre de 1920,
Chiapas,Tiburcio Fernández Ruíz,1 de diciembre de 1920 - 5 de abril de 1924,Militar
Chiapas,Luis García,6 de abril de 1924 - 24 de septiembre de 1924,
Chiapas,Martín Paredes,25 de septiembre de 1924 - 9 de octubre de 1924,
Chiapas,Tiburcio Fernández Ruíz,10 de octubre de 1924 - 30 de noviembre de 1924,Militar
Chiapas,Raúl de León,1 de diciembre de 1924 - diciembre de 1924,
Chiapas,Luis Ramírez Corzo,Diciembre de 1924 - 31 de diciembre de 1924,
Chiapas,César Córdova,1 de enero de 1925 - 19 de mayo de 1925,
Chiapas,Carlos A. Vidal,20 de mayo de 1925 - 22 de mayo de 1927,
Chiapas,Luis P. Vidal,23 de mayo de 1927 - 3 de octubre de 1927,Militar
Chiapas,Manuel Álvarez Rábago,4 de octubre de 1927 - 30 de octubre de 1927,Militar
Chiapas,Federico Martínez Rojas,31 de octubre de 1927 - 30 de marzo de 1928,
Chiapas,Amador Coutiño de Coss,31 de marzo de 1928 - 9 de noviembre de 1928,
Chiapas,Rosendo Delarbre Santeliz,10 de noviembre de 1928 - 30 de noviembre de 1928,
Chiapas,Raymundo E. Enríquez,1 de diciembre de 1928 - 30 de noviembre de 1932,
Chiapas,Victórico Grajales Reynosa,1 de diciembre de 1932 - 1 de julio de 1936,Partido Nacional Revolucionario
Chiapas,Martín G. Cruz,1 de julio de 1936 - 24 de agosto de 1936,Partido Nacional Revolucionario
Chiapas,Victórico Grajales Reynosa,24 de agosto de 1836 - 22 de septiembre de 1936,Partido Nacional Revolucionario
Chiapas,Amador Coutiño de Coss,23 de septiembre de 1936 - 15 de diciembre de 1936,Partido Nacional Revolucionario
Chiapas,Efraín A. Gutiérrez,15 de diciembre de 1936 - 30 de noviembre de 1940,Partido de la Revolución Mexicana
Chiapas,Rafael Pascacio Gamboa,1 de diciembre de 1940 - 30 de noviembre de 1944,Partido de la Revolución Mexicana
Chiapas,Juan María Esponda,1 de diciembre de 1944 - 6 de enero de 1947,Partido de la Revolución Mexicana
Chiapas,César Augusto Lara Ramos,7 de enero de 1947 - 30 de noviembre de 1948,Partido Revolucionario Institucional
Chiapas,Francisco J. Grajales,1 de diciembre de 1948 - 30 de noviembre de 1952,Partido Revolucionario Institucional
Chiapas,Efraín Aranda Osorio,1 de diciembre de 1952 - 30 de noviembre de 1958,Partido Revolucionario Institucional
Chiapas,Samuel León Brindis,1 de diciembre de 1958 - 30 de noviembre de 1964,Partido Revolucionario Institucional
Chiapas,José Castillo Tielemans,1 de diciembre de 1964 - 30 de noviembre de 1970,Partido Revolucionario Institucional
Chiapas,Manuel Velasco Suárez,1 de diciembre de 1970 - 30 de noviembre de 1976,Partido Revolucionario Institucional
Chiapas,Jorge de la Vega Domínguez,1 de diciembre de 1976 - 9 de diciembre de 1977,Partido Revolucionario Institucional
Chiapas,Salomón González Blanco,9 de diciembre de 1977 - 29 de noviembre de 1979,Partido Revolucionario Institucional
Chiapas,Juan Sabines Gutiérrez,29 de noviembre de 1979 - 30 de noviembre de 1982,Partido Revolucionario Institucional
Chiapas,Gustavo Armendáriz Ruíz,1 de diciembre de 1982 - 8 de diciembre de 1982,Partido Revolucionario Institucional
Chiapas,Absalón Castellanos Domínguez,8 de diciembre de 1982 - 30 de noviembre de 1988,Partido Revolucionario Institucional
Chiapas,José Patrocinio González Blanco Garrido,1 de diciembre de 1988 - 4 de enero de 1993,Partido Revolucionario Institucional
Chiapas,Elmar Setzer Marseille,4 de enero de 1993 - 18 de enero de 1994,Partido Revolucionario Institucional
Chiapas,Javier López Moreno,18 de enero de 1994 - 8 de diciembre de 1994,Partido Revolucionario Institucional
Chiapas,Eduardo Robledo Rincón,8 de diciembre de 1994 - 17 de febrero de 1995,Partido Revolucionario Institucional
Chiapas,Julio César Ruiz Ferro,17 de febrero de 1995 - 7 de enero de 1998,Partido Revolucionario Institucional
Chiapas,Roberto Albores Guillén,7 de enero de 1998 - 8 de diciembre de 2000,Partido Revolucionario Institucional
Chiapas,Pablo Abner Salazar Mendiguchía,8 de diciembre de 2000 - 7 de diciembre de 2006,Partido de la Revolución Democrática
Chiapas,Juan Sabines Guerrero,8 de diciembre de 2006 - 7 de diciembre de 2012,Partido de la Revolución Democrática
Chiapas,Manuel Velasco Coello,8 de diciembre de 2012 - 29 de agosto de 2018,Partido Verde Ecologista de México
Chiapas,Willy Ochoa Gallegos,30 de agosto de 2018 - 4 de septiembre de 2018,Partido Revolucionario Institucional
Chiapas,Manuel Velasco Coello,5 de septiembre de 2018 - 7 de diciembre de 2018,Partido Verde Ecologista de México
Chiapas,Rutilio Escandón Cadenas,8 de diciembre de 2018 - 7 de diciembre de 2024,Movimiento de Regeneración Nacional
Chiapas,Eduardo Ramírez Aguilar,Desde el 8 de diciembre de 2024,Movimiento de Regeneración Nacional
Chihuahua,José Ignacio Marcelino de Urquidi y Jugo,8 de septiembre de 1824 - 26 de septiembre de 1825,
Chihuahua,José Antonio Arce Hinojos,26 de septiembre de 1825 - 26 de noviembre de 1825,
Chihuahua,José Ignacio Marcelino de Urquidi y Jugo,26 de noviembre de 1825 - 27 de febrero de 1826,
Chihuahua,José Antonio Arce Hinojos,27 de febrero de 1826 - 25 de septiembre de 1826,
Chihuahua,Simón María Miguel Elías González Romo y de Vivar,25 de septiembre de 1826 - 27 de noviembre de 1826,
Chihuahua,José Antonio Arce Hinojos,27 de noviembre de 1826 - 29 de marzo de 1827,
Chihuahua,José Antonio Ruiz de Bustamante,29 de marzo de 1827 - 2 de octubre de 1827,
Chihuahua,Simón María Miguel Elías González Romo y de Vivar,2 de octubre de 1827 - 29 de enero de 1828,
Chihuahua,José Antonio Arce Hinojos,29 de enero de 1828 - 1 de marzo de 1828,
Chihuahua,José Antonio Arce Hinojos,1 de marzo de 1828 - 2 de junio de 1830,
Chihuahua,José Andrés Luján del Castillo,2 de junio de 1830 - 28 de junio de 1830,
Chihuahua,José Antonio Arce Hinojos,28 de junio de 1830 - 20 de agosto de 1830,
Chihuahua,José Isidro Madero Arrieta,21 de agosto de 1830 - 31 de mayo de 1833,
Chihuahua,José Rafael Revilla Lugo,31 de mayo de 1833 - 28 de julio de 1833,
Chihuahua,José Isidro Madero Arrieta,28 de julio de 1833 - 30 de noviembre de 1833,
Chihuahua,José Rafael Revilla Lugo,30 de noviembre de 1833 - 13 de diciembre de 1833,
Chihuahua,José María Sánchez Pareja,13 de diciembre de 1833 - 17 de febrero de 1834,
Chihuahua,José Isidro Madero Arrieta,17 de febrero de 1834 - 20 de agosto de 1834,
Chihuahua,Simón María Miguel Elías González Romo y de Vivar,21 de agosto de 1834 - 18 de septiembre de 1834,
Chihuahua,José Joaquín Calvo López,18 de septiembre de 1834 - 11 de junio de 1835,
Chihuahua,José María Echavarría,11 de junio de 1835 - 14 de agosto de 1835,
Chihuahua,José Joaquín Calvo López,14 de agosto de 1835 - 11 de agosto de 1836,
Chihuahua,José María Bear,11 de agosto de 1836 - 15 de agosto de 1836,
Chihuahua,José Joaquín Calvo López,15 de agosto de 1836 - 30 de diciembre de 1836,
Chihuahua,José Joaquín Calvo López,30 de diciembre de 1836 - 18 de abril de 1837,
Chihuahua,Simón María Miguel Elías González Romo y de Vivar,18 de junio de 1837 - 30 de julio de 1837,
Chihuahua,Simón María Miguel Elías González Romo y de Vivar,30 de julio de 1837 - 3 de julio de 1838,
Chihuahua,Berardo Revilla Valenzuela,3 de julio de 1838 - 16 de julio de 1938,
Chihuahua,Simón María Miguel Elías González Romo y de Vivar,16 de julio de 1838 - 3 de octubre de 1838,
Chihuahua,Mariano Orcasitas Santacruz,3 de octubre de 1838 - 15 de octubre de 1838,
Chihuahua,Berardo Revilla Valenzuela,15 de octubre de 1838 - 1 de enero de 1839,
Chihuahua,José María Irigoyen Rodríguez,1 de enero de 1839 - 22 de enero de 1839,
Chihuahua,Simón María Miguel Elías González Romo y de Vivar,22 de enero de 1839 - 22 de mayo de 1839,
Chihuahua,José María Irigoyen de la O,22 de mayo de 1839 - 14 de junio de 1839,
Chihuahua,José María Irigoyen Rodríguez,14 de junio de 1839 - 18 de septiembre de 1839,
Chihuahua,José María Irigoyen de la O,18 de septiembre de 1839 - 20 de mayo de 1840,
Chihuahua,Pedro Olivares Nájera,20 de mayo de 1840 - 6 de julio de 1840,
Chihuahua,Francisco García Conde,6 de julio de 1840 - 27 de septiembre de 1842,
Chihuahua,Mariano Martínez de Lejarza,27 de septiembre de 1842 - 3 de octubre de 1842,
Chihuahua,Francisco García Conde,3 de octubre de 1842 - 8 de diciembre de 1842,
Chihuahua,José Mariano Monterde Antillón y Segura,8 de diciembre de 1842 - 26 de junio de 1843,
Chihuahua,Mariano Martínez de Lejarza,26 de junio de 1843 - 29 de agosto de 1843,
Chihuahua,José Mariano Monterde Antillón y Segura,29 de agosto de 1843 - 20 de enero de 1845,
Chihuahua,Luis Zuloaga Trillo,20 de enero de 1845 - 13 de junio de 1845,
Chihuahua,Joaquín de Bustamante Gutiérrez,13 de junio de 1845 - 21 de junio de 1845,
Chihuahua,Pedro Olivares Nájera,21 de junio de 1845 - 24 de agosto de 1845,
Chihuahua,Ángel Mariano Narciso Eutimio Trias Álvarez,24 de agosto de 1845 - 17 de enero de 1846,
Chihuahua,Mauricio Ugarte,17 de enero de 1846 - 16 de febrero de 1846,
Chihuahua,Cayetano Justiniani Ruiz,16 de febrero de 1846 - 4 de mayo de 1846,
Chihuahua,José María Irigoyen Rodríguez,4 de mayo de 1846 - 25 de agosto de 1846,
Chihuahua,Ángel Mariano Narciso Eutimio Trias Álvarez,25 de agosto de 1846 - 8 de diciembre de 1846,
Chihuahua,Ángel Mariano Narciso Eutimio Trias Álvarez,8 de diciembre de 1846 - 23 de febrero de 1847,
Chihuahua,Laureano Muñoz Arregui,23 de febrero de 1847 - 18 de abril de 1847,
Chihuahua,José María Sánchez Pareja,18 de abril de 1847 - 15 de mayo de 1847,
Chihuahua,Laureano Muñoz Arregui,15 de mayo de 1847 - 13 de septiembre de 1847,
Chihuahua,Ángel Mariano Narciso Eutimio Trias Álvarez,13 de septiembre de 1847 - 16 de marzo de 1848,
Chihuahua,Laureano Muñoz Arregui,16 de marzo de 1848 - 2 de mayo de 1848,
Chihuahua,Ángel Mariano Narciso Eutimio Trias Álvarez,2 de mayo de 1848 - 18 de septiembre de 1848,
Chihuahua,Laureano Muñoz Arregui,18 de septiembre de 1848 - 21 de marzo de 1849,
Chihuahua,Ángel Mariano Narciso Eutimio Trias Álvarez,21 de marzo de 1849 - 20 de noviembre de 1850,
Chihuahua,Juan Nepomuceno de Urquidi Cardeña,20 de noviembre de 1850 - 6 de enero de 1852,
Chihuahua,José Cordero y Ponce de León,6 de enero de 1852 - 23 de diciembre de 1852,
Chihuahua,Ángel Mariano Narciso Eutimio Trias Álvarez,23 de diciembre de 1852 - 5 de abril de 1853,
